Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
0,AGRICULTURE,Others,Others,Weather,weather forecast of district belgaum  and  Taluk  chikodi,,KARNATAKA,BELGAUM,CHIKODI,43:47.7
0,AGRICULTURE,Others,Others,Weather,weather forecast of distict and talukchikodi belgaum,,KARNATAKA,BELGAUM,CHIKODI,28:32.2
0,AGRICULTURE,Millets,Maize (Makka),Weed Management,Asked about Weed management  in maize,,KARNATAKA,BELGAUM,ATHNI,45:16.9
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PMkisan samman nidhi yojana,,KARNATAKA,BELGAUM,BYLAHONGAL,09:08.6
0,AGRICULTURE,Others,Others,Weather,Asked about weather forecast of  Taluk Bylahongal,,KARNATAKA,BELGAUM,BYLAHONGAL,26:53.3
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast district- belgaum  and block -hukeri,,KARNATAKA,BELGAUM,HUKERI,36:16.4
0,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",Asked about Plant protection in   Onion,,KARNATAKA,BELGAUM,PARASGAD,03:54.0
0,HORTICULTURE,Vegetables,Carrot,Seeds and Planting Material,Asked about varieties in carrot,,KARNATAKA,BELGAUM,RAMDURG,19:11.1
0,HORTICULTURE,Fruits,Mango,Nutrient Management,Asked about Nutrient management in mango,,KARNATAKA,BELGAUM,BELGAUM,01:09.8
0,AGRICULTURE,Others,Others,Market Information,Asked about market rate of maize and ground nut,,KARNATAKA,BELGAUM,BELGAUM,06:01.7
0,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant Protection in  maize,,KARNATAKA,BELGAUM,CHIKODI,22:11.4
0,AGRICULTURE,Others,Others,Weather,Asked about Weather of  District Belgaum and taluk Raybag,,KARNATAKA,BELGAUM,RAYBAG,53:22.7
0,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT KISAN SAMMAN NIDHI SCHEME,,KARNATAKA,BELGAUM,CHIKODI,05:26.6
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM kisan samman nidhi yojana checking website,,KARNATAKA,BELGAUM,CHIKODI,28:07.3
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM kisan samman nidhi yojana checking website,,KARNATAKA,BELGAUM,CHIKODI,28:07.4
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belgaum and  block gokak,,KARNATAKA,BELGAUM,GOKAK,02:07.0
0,AGRICULTURE,Others,Others,Weather,Weather forecast of Belgaum district   and Athni taluk,,KARNATAKA,BELGAUM,ATHNI,03:18.8
0,AGRICULTURE,Others,Others,Market Information,Asked about market report of onion,,KARNATAKA,BELGAUM,HUKERI,48:14.6
0,AGRICULTURE,Others,Others,Weed Management,Asked about Kisan samman nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,35:55.0
0,AGRICULTURE,Others,Others,Weed Management,Asked about kisan samman nidhi yojana,,KARNATAKA,BELGAUM,HUKERI,56:36.8
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan samman nidhi yojana,,KARNATAKA,BELGAUM,HUKERI,58:41.3
0,ANIMAL HUSBANDRY,Animal,Sheep,Credit,asked about sheep subsidy scheme,,KARNATAKA,BELGAUM,GOKAK,02:57.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan credit card,,KARNATAKA,BELGAUM,GOKAK,04:43.3
0,AGRICULTURE,Millets,Maize (Makka),Seeds,"Asked about,crop varieties and sowing season",,KARNATAKA,BELGAUM,HUKERI,15:26.5
0,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in    tomato,,KARNATAKA,BELGAUM,ATHNI,21:22.0
0,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Sowing Time and Weather,Asked about sowing time in bengal gram,,KARNATAKA,BELGAUM,BYLAHONGAL,29:16.5
0,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Asked About Market rate of Bengal gram,,KARNATAKA,BELGAUM,BYLAHONGAL,30:17.3
0,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about Plant Protection in Cotton,,KARNATAKA,BELGAUM,ATHNI,31:45.0
0,AGRICULTURE,Others,Others,Weather,Asked about Weather of  Belgaum District  and Chikodi taluk,,KARNATAKA,BELGAUM,CHIKODI,38:46.8
0,AGRICULTURE,Others,Others,Weather,Asked about Weather of  District  Belgaum and taluk Belgaum,,KARNATAKA,BELGAUM,BYLAHONGAL,25:18.6
0,HORTICULTURE,Vegetables,Curry Leaf,"	Plant Protection	",Asked about Plant protection in  curryleaf,,KARNATAKA,BELGAUM,CHIKODI,52:13.2
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Fertilizer Use and Availability,Asked about cultural practices in sugarcane,,KARNATAKA,BELGAUM,PARASGAD,28:08.9
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about nutrient management  in  sugarcane,,KARNATAKA,BELGAUM,PARASGAD,29:17.3
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about nutrient management  in  sugarcane,,KARNATAKA,BELGAUM,PARASGAD,31:19.8
0,HORTICULTURE,Vegetables,Sweet Potato,Cultural Practices,Asked about sowing time of sweet potato,,KARNATAKA,BELGAUM,ATHNI,53:59.9
0,AGRICULTURE,Others,Others,Government Schemes,Asked about the Kisan samman nidhi Yojana  STATUS,,KARNATAKA,BELGAUM,CHIKODI,05:53.7
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belgaum  and  block hukeri,,KARNATAKA,BELGAUM,HUKERI,05:56.0
0,ANIMAL HUSBANDRY,Animal,Sheep,Animal Breeding,Asked about Animal Husbandry,,KARNATAKA,BELGAUM,GOKAK,05:59.7
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Varieties,Asked about varieties in sugarcane,,KARNATAKA,BELGAUM,GOKAK,07:51.0
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belgaum  and  block hukere,,KARNATAKA,BELGAUM,HUKERI,39:02.1
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM Kisan Samman Nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,49:28.2
0,AGRICULTURE,Others,Others,Weather,Asked about weather report oframdurga,,KARNATAKA,BELGAUM,RAMDURG,04:43.6
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  district  belgaum and  taluk  athni,,KARNATAKA,BELGAUM,ATHNI,07:02.7
0,AGRICULTURE,Others,Others,Weather,Weather forecast of belgaum district  and athni taluk,,KARNATAKA,BELGAUM,ATHNI,11:39.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM kisan samman nidhi yojana,,KARNATAKA,BELGAUM,CHIKODI,56:34.6
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belgaum  and  block athini,,KARNATAKA,BELGAUM,ATHNI,06:21.9
0,AGRICULTURE,Others,Others,Weather,Asked about Weather of  District Belgaum  and taluk Raybag,,KARNATAKA,BELGAUM,RAYBAG,06:26.8
0,AGRICULTURE,Others,Others,Cultural Practices,asked about pgs organic company,,KARNATAKA,BELGAUM,GOKAK,33:07.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about General information,,KARNATAKA,BELGAUM,BELGAUM,42:24.6
0,AGRICULTURE,Others,Others,Weather,Asked about Weather of  District Belgaum and taluk Hukeri,,KARNATAKA,BELGAUM,HUKERI,17:54.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about varieties in  maize,,KARNATAKA,BELGAUM,KHANAPUR,39:31.0
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district BELGAUM and  block  ATHANI,,KARNATAKA,BELGAUM,ATHNI,51:36.3
0,AGRICULTURE,Others,Others,Weather,Asked about Plant Protection in  SUGARCANE,,KARNATAKA,BELGAUM,ATHNI,52:52.2
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan samman nidhi yojana,,KARNATAKA,BELGAUM,GOKAK,45:32.4
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in Sugar cane,,KARNATAKA,BELGAUM,RAYBAG,16:39.1
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of district - belgaum      block - raybag,,KARNATAKA,BELGAUM,RAYBAG,22:13.1
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  district belgaum  and  taluk  ramdurg,,KARNATAKA,BELGAUM,RAMDURG,36:30.4
0,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",Asked about Plant Protection in onion,,KARNATAKA,BELGAUM,RAMDURG,38:53.7
0,AGRICULTURE,Cereals,Wheat,Cultural Practices,Asked about cultural practices  in  Wheat,,KARNATAKA,BELGAUM,RAYBAG,17:04.1
0,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant protection in  Maize,,KARNATAKA,BELGAUM,RAYBAG,18:20.3
0,HORTICULTURE,Fruits,Mango,"	Plant Protection	",Asked about Plant protection in Mango,,KARNATAKA,BELGAUM,RAYBAG,19:38.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about crop insurance  PMFBY,,KARNATAKA,BELGAUM,RAMDURG,19:50.7
0,HORTICULTURE,Fruits,Mango,Nutrient Management,Asked about nutrient management in  Mango,,KARNATAKA,BELGAUM,RAYBAG,22:27.9
0,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Asked about plant protection in  brinjal,,KARNATAKA,BELGAUM,BYLAHONGAL,22:51.5
0,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT KISAN SAMMAN NIDHI SCHEME,,KARNATAKA,BELGAUM,ATHNI,38:52.0
0,AGRICULTURE,Others,Others,Market Information,Asked about market rate of  jowar,,KARNATAKA,BELGAUM,BELGAUM,46:24.6
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belagaum and  block parasgad,,KARNATAKA,BELGAUM,PARASGAD,24:41.8
0,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Asked about plant protection in   BRINJAL,,KARNATAKA,BELGAUM,RAMDURG,48:44.6
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Varieties,Asked about varieties in sugarcane and sowing season of sugarcane,,KARNATAKA,BELGAUM,HUKERI,57:39.4
0,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk  Hukkeri,,KARNATAKA,BELGAUM,HUKERI,08:04.7
0,AGRICULTURE,Fodder Crops,Lucerne (Alfalfa),Sowing Time and Weather,Asked about  Sowing OF LUCERN,,KARNATAKA,BELGAUM,HUKERI,10:41.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM kisan samman nidhi yojana,,KARNATAKA,BELGAUM,GOKAK,21:47.9
0,AGRICULTURE,Others,Others,Weather,Asked about Weather of  District Belgaum and taluk Gokak,,KARNATAKA,BELGAUM,GOKAK,11:01.5
0,HORTICULTURE,Condiments and Spices,Turmeric,Nutrient Management,Asked about nutrient management in Turmeric.,,KARNATAKA,BELGAUM,GOKAK,14:47.4
0,AGRICULTURE,Others,Others,Weather,weather forecast of distict and talukbelagaum bylahongal,,KARNATAKA,BELGAUM,BYLAHONGAL,06:15.9
0,AGRICULTURE,Millets,Kodo Millet (Kodara/Varagu),Sowing Time and Weather,Asked about  Sowing season in    wheat,,KARNATAKA,BELGAUM,GOKAK,34:00.4
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belgaum and  block athani,,KARNATAKA,BELGAUM,ATHNI,16:59.1
0,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT KISAN SAMMAN NIDHI SCHEME,,KARNATAKA,BELGAUM,CHIKODI,03:57.1
0,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT KISAN SAMMAN NIDHI SCHEME,,KARNATAKA,BELGAUM,CHIKODI,12:17.8
0,HORTICULTURE,Vegetables,Onion,Nutrient Management,Asked about nutrient management in onion,,KARNATAKA,BELGAUM,RAMDURG,32:58.8
0,HORTICULTURE,Vegetables,Carrot,Nutrient Management,"Asked about sowing season,varieties and nutrient management of carrot and beetroot",,KARNATAKA,BELGAUM,CHIKODI,47:12.6
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district belgaum and  block bylahongal,,KARNATAKA,BELGAUM,BYLAHONGAL,53:50.1
0,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant Protection in Maize,,KARNATAKA,BELGAUM,ATHNI,41:10.7
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  district  belgaum  and hukeri taluk.,,KARNATAKA,BELGAUM,HUKERI,14:22.9
0,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about plant protection in cotton.,,KARNATAKA,BELGAUM,HUKERI,16:02.2
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PMK shramayogi mandhan yojana,,KARNATAKA,BELGAUM,HUKERI,31:14.4
0,AGRICULTURE,Others,Others,Government Schemes,Asked general information about farm pond,,KARNATAKA,BELGAUM,CHIKODI,09:15.8
0,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Asked about Plant Protection in Paddy,,KARNATAKA,BELGAUM,KHANAPUR,00:09.1
0,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Asked about Plant protection in Paddy,,KARNATAKA,BELGAUM,KHANAPUR,07:16.7
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district  belgaum and  block raybag,,KARNATAKA,BELGAUM,RAYBAG,19:50.0
0,AGRICULTURE,Oilseeds,Sunflower (suryamukhi),Seeds,asked about,,KARNATAKA,BELGAUM,RAMDURG,29:20.3
0,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT KISAN SAMMAN NIDHI SCHEME,,KARNATAKA,BELGAUM,CHIKODI,25:10.5
0,AGRICULTURE,Others,Others,Weather,weather forecast of Belagaum  distict and Ramdurga taluk,,KARNATAKA,BELGAUM,RAMDURG,47:36.4
0,HORTICULTURE,Flowers,Chrysanthemum,"	Plant Protection	",Asked about Plant Protection in Chrysanthamum,,KARNATAKA,BELGAUM,RAMDURG,48:49.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about General information on crop loan.,,KARNATAKA,BELGAUM,RAMDURG,11:21.3
0,HORTICULTURE,Vegetables,Chillies,Cultural Practices,Asked about Seed varities in chilli,,KARNATAKA,BELGAUM,RAMDURG,42:46.6
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of District   and taluk CHIKODI,,KARNATAKA,BELGAUM,CHIKODI,09:42.3
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of District   and taluk ATHNI,,KARNATAKA,BELGAUM,ATHNI,17:40.0
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of District   and taluk CHIKODI,,KARNATAKA,BELGAUM,CHIKODI,24:44.8
0,HORTICULTURE,Vegetables,Tomato,Agriculture Mechanization,Asked about General information,,KARNATAKA,BELGAUM,CHIKODI,19:50.0
0,HORTICULTURE,Vegetables,Tomato,Agriculture Mechanization,asked about drip irrigation subsidy,,KARNATAKA,BELGAUM,CHIKODI,20:45.0
0,AGRICULTURE,Others,Others,Government Schemes,ASKED about Dharwad Krishimela and azolla acultivation,,KARNATAKA,BELGAUM,CHIKODI,15:42.2
0,AGRICULTURE,Others,Others,Government Schemes,Asked about chia cultivation and SETAVARIA cultivation,,KARNATAKA,BELGAUM,BYLAHONGAL,40:14.7
0,AGRICULTURE,Others,Others,Market Information,Asked about Market Price of  Onion,,KARNATAKA,BELGAUM,RAYBAG,38:20.7
0,AGRICULTURE,Others,Others,Weather,Asked about weather forecast of Taluk Belgaum,,KARNATAKA,BELGAUM,BYLAHONGAL,14:35.4
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  district BELGAUM  and  taluk  BYLAHONGAL,,KARNATAKA,BELGAUM,BYLAHONGAL,25:01.6
0,AGRICULTURE,Others,Others,Market Information,Asked about market rate of  cotton,,KARNATAKA,BELGAUM,RAMDURG,29:44.6
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of district -belgaum      block -  ramdurg,,KARNATAKA,BELGAUM,RAMDURG,30:59.5
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of talukhukeri,,KARNATAKA,BELGAUM,HUKERI,12:19.2
0,AGRICULTURE,Others,Others,Market Information,Asked about Market report of hukeri,,KARNATAKA,BELGAUM,HUKERI,12:57.1
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  Belagaum district  and Ramdurga taluk,,KARNATAKA,BELGAUM,RAMDURG,01:43.1
0,HORTICULTURE,Vegetables,Drum Stick,Seeds and Planting Material,asked about seed treatment in drum stick,,KARNATAKA,BELGAUM,CHIKODI,03:48.6
0,HORTICULTURE,Vegetables,Leafy Vegetable,"	Plant Protection	",asked about plant protection in coriander,,KARNATAKA,BELGAUM,CHIKODI,05:40.6
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  district  belgaum and  taluk  chikodi,,KARNATAKA,BELGAUM,CHIKODI,53:10.1
0,AGRICULTURE,Cereals,Paddy (Dhan),"	Plant Protection	",Asked about Plant Protection in  paddy,,KARNATAKA,BELGAUM,BYLAHONGAL,26:13.4
0,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asked about nutrient management  in  cotton,,KARNATAKA,BELGAUM,HUKERI,50:37.3
0,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",Asked about Plant Protection in onion,,KARNATAKA,BELGAUM,RAMDURG,23:12.2
0,HORTICULTURE,Vegetables,Onion,Nutrient Management,Asked about Nutrient management in  onion,,KARNATAKA,BELGAUM,RAMDURG,24:14.3
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of district -   Belgaum   block -  Athini,,KARNATAKA,BELGAUM,ATHNI,13:16.5
0,AGRICULTURE,Oilseeds,Safflower (kusum/kardi),Cultural Practices,Asked about nutrient management in sunflower,,KARNATAKA,BELGAUM,PARASGAD,55:04.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about General information   of dharwad krishi mela,,KARNATAKA,BELGAUM,RAYBAG,01:25.9
0,AGRICULTURE,Others,Others,Seeds,Asked about CHIA SEEDS AVAILABILITY,,KARNATAKA,BELGAUM,CHIKODI,12:32.8
0,HORTICULTURE,Vegetables,Onion,"	Plant Protection	",Asked about plant protection in  onion,,KARNATAKA,BELGAUM,PARASGAD,23:27.9
0,AGRICULTURE,Others,Others,Government Schemes,Asked about Government schemes,,KARNATAKA,BELGAUM,CHIKODI,24:27.3
0,AGRICULTURE,Others,Others,Market Information,Asked about market report of onion.,,KARNATAKA,BELGAUM,RAMDURG,33:49.6
0,HORTICULTURE,Vegetables,Onion,Nutrient Management,Asked about nutrient management in   onion,,KARNATAKA,BELGAUM,RAMDURG,01:33.0
0,AGRICULTURE,Others,Others,Weather,weather forecast of district  and  Taluk  bylahongal,,KARNATAKA,BELGAUM,BYLAHONGAL,02:08.8
0,AGRICULTURE,Others,,Weather,Asked about weather report of district - belgaum     block -ramdurg,,KARNATAKA,BELGAUM,RAMDURG,02:54.5
0,AGRICULTURE,Vegetables,Onion,Market Information,Asked about Market rate of  ONION,,KARNATAKA,BELGAUM,RAYBAG,06:37.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about status of PMK Samman nidhi Yojana,,KARNATAKA,BELGAUM,BELGAUM,08:33.5
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in sugarcane,,KARNATAKA,BELGAUM,ATHNI,40:45.3
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of district - belagaum     block -  gokak and market rate of onion,,KARNATAKA,BELGAUM,GOKAK,44:14.7
0,AGRICULTURE,Others,Others,Government Schemes,ASKED ABOUT KISAN SAMMAN NIDHI SCHEME,,KARNATAKA,BELGAUM,KHANAPUR,47:35.8
0,HORTICULTURE,Vegetables,Drum Stick,Nutrient Management,ASKED  about nutrient management in drumstick,,KARNATAKA,BELGAUM,RAMDURG,00:26.7
0,AGRICULTURE,Vegetables,Onion,Market Information,Asked about Market Price Report of onion.,,KARNATAKA,BELGAUM,RAYBAG,22:05.3
0,AGRICULTURE,Others,Others,Credit,Asked about PM Kisan Samman Nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,37:41.8
0,AGRICULTURE,Others,Others,Weather,weather forecast of distict and talukchikodi belagavi,,KARNATAKA,BELGAUM,CHIKODI,11:07.4
0,AGRICULTURE,Vegetables,Onion,Market Information,Asked about Market rate of Onion,,KARNATAKA,BELGAUM,RAYBAG,27:07.8
0,AGRICULTURE,Others,Others,Weather,Asked about Weather forecast of district parasgad and  block belgaum,,KARNATAKA,BELGAUM,PARASGAD,59:44.8
0,AGRICULTURE,Others,Others,Government Schemes,Asked about status of PMK Samman nidhi Yojana,,KARNATAKA,BELGAUM,KHANAPUR,01:28.3
0,HORTICULTURE,Vegetables,Brinjal,"	Plant Protection	",Asked about pest management in  brinjal,,KARNATAKA,BELGAUM,RAMDURG,47:12.7
0,HORTICULTURE,Vegetables,Brinjal,Seeds and Planting Material,Asked about cultural practices  in rabi jowar,,KARNATAKA,BELGAUM,RAMDURG,48:03.1
0,AGRICULTURE,Millets,Maize (Makka),Seeds,Asked about varieties in Maize,,KARNATAKA,BELGAUM,RAMDURG,49:40.4
0,HORTICULTURE,Drug and Narcotics,Tobacco,Nutrient Management,Asked about Nutrient management IN TOBACCO,,KARNATAKA,BELGAUM,BELGAUM,51:56.7
0,AGRICULTURE,Others,Others,Market Information,Asked about Market Price of  blackgram,,KARNATAKA,BELGAUM,BELGAUM,09:00.0
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan samman nidhi yojana,,KARNATAKA,BELGAUM,GOKAK,18:40.3
0,HORTICULTURE,Vegetables,Potato,Vegetative Propagation and Tissue Culture,asked about Potato cultivation and season,,KARNATAKA,BELGAUM,RAMDURG,33:08.5
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of District belagavi  and taluk athni,,KARNATAKA,BELGAUM,ATHNI,45:00.9
0,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about nutrient management in sugarcane,,KARNATAKA,BELGAUM,ATHNI,47:57.2
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan maan dhan yojana,,KARNATAKA,BELGAUM,BELGAUM,05:47.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about Kisan samman nidhi Yojana,,KARNATAKA,BELGAUM,BYLAHONGAL,37:02.5
0,AGRICULTURE,Others,Others,Sowing Time and Weather,asked about chia cultivation,,KARNATAKA,BELGAUM,RAMDURG,24:01.1
0,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about plant protection in cotton.,,KARNATAKA,BELGAUM,BELGAUM,36:31.4
0,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about plant protection in cotton.,,KARNATAKA,BELGAUM,BELGAUM,37:39.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about pm kisan samman yojana,,KARNATAKA,BELGAUM,GOKAK,19:13.9
0,AGRICULTURE,Others,Others,Weather,Asked about weather report,,KARNATAKA,BELGAUM,ATHNI,32:01.6
0,AGRICULTURE,Others,Others,Weather,weather forecast of district belgaum  and  Taluk  raybag,,KARNATAKA,BELGAUM,RAYBAG,50:26.0
0,AGRICULTURE,Others,Others,Market Information,Asked about Market report of blackgram,,KARNATAKA,BELGAUM,BELGAUM,32:35.0
0,HORTICULTURE,Condiments and Spices,Turmeric,"	Plant Protection	",Asked about plant protection in turmeric,,KARNATAKA,BELGAUM,GOKAK,39:44.3
0,AGRICULTURE,Others,Others,Weather,Asked about weather Report of taluk  Athini,,KARNATAKA,BELGAUM,ATHNI,56:11.2
0,AGRICULTURE,Others,Others,Government Schemes,Asked about Kisan samman nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,22:23.7
0,AGRICULTURE,Others,Others,Weather,Asked about weather report,,KARNATAKA,BELGAUM,RAYBAG,33:25.2
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of District  Belgaum and taluk Gokak,,KARNATAKA,BELGAUM,GOKAK,44:00.9
0,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about Plant Protection in Cotton,,KARNATAKA,BELGAUM,RAMDURG,46:11.8
0,HORTICULTURE,Vegetables,Carrot,Vegetative Propagation and Tissue Culture,Asked about varieties in carrot,,KARNATAKA,BELGAUM,ATHNI,02:29.3
0,HORTICULTURE,Vegetables,Carrot,Vegetative Propagation and Tissue Culture,Asked about varieties in beetroot,,KARNATAKA,BELGAUM,ATHNI,05:58.0
0,HORTICULTURE,Vegetables,Drum Stick,Cultural Practices,Asked about General information  in drumstick,,KARNATAKA,BELGAUM,RAMDURG,04:41.4
0,AGRICULTURE,Others,Others,Weather,Weather forecast of  district belgaum and  taluk  athni,,KARNATAKA,BELGAUM,ATHNI,17:52.4
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of district - belgaum   and  block -  athani,,KARNATAKA,BELGAUM,ATHNI,12:15.0
0,AGRICULTURE,Others,Others,Government Schemes,Asked about status of PMK Samman nidhi Yojana,,KARNATAKA,BELGAUM,ATHNI,40:57.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan samman nidhi yojana,,KARNATAKA,BELGAUM,ATHNI,53:52.8
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan samman nidhi yojana,,KARNATAKA,BELGAUM,ATHNI,54:51.1
0,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan samman nidhi yojana.,,KARNATAKA,BELGAUM,ATHNI,15:27.7
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PMkisan samman nidhi yojana,,KARNATAKA,BELGAUM,ATHNI,09:01.0
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PMkisan samman nidhi yojana,,KARNATAKA,BELGAUM,ATHNI,10:28.5
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PMkisan samman nidhi yojana,,KARNATAKA,BELGAUM,ATHNI,12:09.8
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM Kisan Samman Nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,01:23.0
0,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Nutrient Management,Asked about nutrient management in Jowar,,KARNATAKA,BELGAUM,BELGAUM,15:23.3
0,AGRICULTURE,Others,Others,Weather,weather forecast of distict and talukathni belagaum,,KARNATAKA,BELGAUM,ATHNI,19:37.4
0,AGRICULTURE,Others,Others,Fertilizer Use and Availability,Asked about nutrient management,,KARNATAKA,BELGAUM,PARASGAD,29:29.3
0,AGRICULTURE,Others,Others,Fertilizer Use and Availability,Asked about Plant Protection in  sugercane,,KARNATAKA,BELGAUM,PARASGAD,30:42.6
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM Kisan Samman Nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,15:57.0
0,AGRICULTURE,Others,Others,Government Schemes,Asked about PM Kisan Samman Nidhi Yojana,,KARNATAKA,BELGAUM,CHIKODI,16:20.7
0,AGRICULTURE,Vegetables,Onion,Market Information,Asked about Market rate of  onion,,KARNATAKA,BELGAUM,RAMDURG,24:45.3
0,AGRICULTURE,Others,Others,Weather,Asked about weather report of District  Belgaum and taluk Chikodi,,KARNATAKA,BELGAUM,CHIKODI,18:38.4
0,AGRICULTURE,Others,Others,Market Information,Asked about market report of  GROUNDNUT.,,KARNATAKA,BELGAUM,BELGAUM,49:34.2
0,AGRICULTURE,Others,Others,Market Information,Asked about market report of  maize.,,KARNATAKA,BELGAUM,BELGAUM,50:53.7
